file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
398_Theme_music.wav,0.11,0.143,1.347,0.743,0.077,0.028,0.136,0.042,117.454,1058.09,172.685,1139.843,135.365,1568.759,174.974,1568.759,174.974,21.259,15.216,22.032,22.377,26.954,37.794,42.337,4.676,3.705,4.335,3.774,5.608,6.925,5.981,1982.149,363.801,-188.044,194.888,-47.871,24.288,0.458,8.061,1.712,33.24,17.057,8.412,8.624,6.817,11.728,11.733,0.37,0.316,0.456,0.273,0.137,0.226,0.251,0.413,0.205,0.31,0.541,0.263,0.316,0.317,0.346,0.268,0.121,0.236,0.241,0.38,0.176,0.277,0.379,0.14
10716_Lullaby.wav,0.118,0.167,1.869,2.4,0.066,0.023,0.146,0.081,123.047,1506.466,404.117,1974.319,388.482,2736.376,351.34,2736.376,351.34,21.874,17.157,23.497,22.184,20.955,21.504,32.372,4.791,3.553,4.336,4.643,3.616,5.427,2.588,2879.681,1248.329,-166.711,125.532,-5.791,13.987,2.644,-3.822,-0.321,51.134,19.49,18.93,13.996,11.306,12.47,10.671,0.294,0.237,0.369,0.242,0.345,0.148,0.266,0.354,0.157,0.193,0.147,0.328,0.334,0.248,0.396,0.214,0.414,0.164,0.284,0.342,0.148,0.248,0.142,0.342
22307_Wedding_music.wav,0.016,0.021,1.901,2.386,0.094,0.036,0.019,0.009,103.359,1133.855,298.23,1093.265,188.233,1473.183,165.757,1473.183,165.757,17.479,18.873,21.892,24.421,28.622,33.832,42.797,4.314,5.282,4.433,3.647,3.678,4.138,5.2,2079.968,557.672,-370.038,160.882,-56.86,12.466,-4.478,-8.636,-7.132,59.106,23.216,14.802,21.043,11.005,14.854,8.903,0.062,0.176,0.245,0.161,0.313,0.16,0.402,0.405,0.265,0.444,0.152,0.183,0.069,0.251,0.318,0.153,0.33,0.124,0.329,0.406,0.196,0.412,0.104,0.228
19175_Lullaby.wav,0.068,0.091,1.894,2.216,0.058,0.065,0.083,0.036,135.999,1657.509,1129.578,2314.193,597.321,3084.947,474.579,3084.947,474.579,22.309,19.448,23.346,21.63,18.265,22.501,31.839,4.634,3.96,3.869,3.699,3.147,6.953,3.259,3302.388,2452.642,-237.662,121.049,48.309,35.034,6.59,-11.133,-1.393,47.935,40.242,19.116,15.578,13.497,14.661,11.67,0.139,0.195,0.341,0.405,0.216,0.338,0.293,0.206,0.294,0.239,0.387,0.239,0.186,0.247,0.328,0.334,0.152,0.32,0.286,0.239,0.362,0.205,0.345,0.244
1435_Video_game_music.wav,0.093,0.126,1.918,2.353,0.065,0.016,0.123,0.029,161.499,1861.688,328.87,2485.567,257.594,3085.103,242.803,3085.103,242.803,13.637,16.491,19.19,23.936,19.28,17.257,32.611,4.462,3.896,4.143,4.935,4.392,3.05,2.508,4627.525,1020.132,-145.577,94.834,22.989,33.838,1.912,25.371,14.172,46.008,15.19,18.161,14.204,8.626,7.021,10.118,0.32,0.267,0.18,0.125,0.133,0.209,0.414,0.262,0.203,0.279,0.54,0.677,0.198,0.266,0.196,0.134,0.178,0.196,0.341,0.209,0.213,0.247,0.324,0.343
16654_Christmas_music.wav,0.113,0.151,1.231,0.684,0.108,0.071,0.137,0.063,123.047,2749.251,645.142,3010.472,320.089,3542.25,243.788,3542.25,243.788,22.733,15.588,17.591,23.63,23.314,28.733,41.817,5.045,4.568,4.675,4.765,5.269,8.197,5.473,6439.0,1606.914,-163.928,71.123,5.508,27.276,28.235,11.802,8.831,59.911,20.746,17.803,12.565,13.322,11.012,14.011,0.205,0.291,0.56,0.361,0.302,0.303,0.302,0.325,0.28,0.348,0.237,0.249,0.238,0.241,0.387,0.308,0.312,0.302,0.282,0.348,0.284,0.359,0.256,0.286
20080_Theme_music.wav,0.068,0.088,1.334,0.702,0.233,0.032,0.085,0.023,129.199,3383.391,147.236,2367.271,134.917,2812.192,120.034,2812.192,120.034,18.495,22.058,27.789,29.284,29.883,24.538,35.12,7.419,7.93,4.546,4.3,4.448,2.892,2.572,5840.521,360.118,-190.93,-12.665,-44.378,23.858,-25.285,-22.741,-22.414,22.201,15.444,13.426,12.073,14.544,15.429,17.886,0.376,0.1,0.223,0.186,0.156,0.402,0.196,0.639,0.21,0.248,0.309,0.178,0.359,0.07,0.268,0.253,0.17,0.359,0.094,0.396,0.185,0.281,0.279,0.175
2320_Jingle.wav,0.198,0.256,1.183,0.407,0.061,0.036,0.237,0.098,99.384,1996.716,552.147,2413.868,306.531,3047.6,238.033,3047.6,238.033,22.218,18.412,21.37,19.478,20.915,20.232,32.343,5.444,4.46,3.826,4.05,5.35,5.299,3.387,4287.867,1278.696,-83.516,91.557,-7.516,28.195,15.135,9.154,2.871,40.468,18.786,14.828,15.459,10.32,9.526,7.103,0.246,0.218,0.351,0.461,0.451,0.663,0.424,0.501,0.318,0.274,0.339,0.248,0.243,0.19,0.255,0.28,0.249,0.351,0.223,0.33,0.231,0.206,0.23,0.219
4666_Dance_music.wav,0.074,0.096,1.188,0.479,0.124,0.082,0.091,0.033,129.199,2500.3,508.877,2809.669,339.39,3345.6,238.283,3345.6,238.283,19.228,13.325,15.766,16.587,16.737,17.214,39.105,4.579,3.582,4.133,3.83,3.35,4.598,12.153,5938.738,1579.794,-120.388,92.833,4.14,14.454,3.106,7.718,0.426,31.135,16.496,12.866,14.678,10.454,8.269,7.052,0.372,0.365,0.55,0.439,0.343,0.377,0.448,0.7,0.543,0.439,0.424,0.397,0.285,0.207,0.291,0.236,0.23,0.273,0.255,0.325,0.295,0.293,0.254,0.278
18604_Jingle.wav,0.033,0.046,2.068,3.133,0.105,0.019,0.042,0.018,123.047,1182.859,127.126,753.758,84.564,971.075,83.408,971.075,83.408,23.197,12.869,14.336,16.366,21.433,37.825,30.618,5.446,3.979,3.618,3.27,3.609,3.279,2.441,1803.816,197.287,-297.939,219.093,-104.224,-20.459,14.258,-13.45,14.505,27.1,13.497,19.397,15.9,13.781,10.207,10.166,0.213,0.226,0.194,0.303,0.335,0.262,0.439,0.506,0.572,0.394,0.236,0.266,0.21,0.241,0.169,0.254,0.292,0.227,0.349,0.319,0.354,0.301,0.219,0.263
28137_Christmas_music.wav,0.182,0.249,1.807,1.975,0.135,0.067,0.231,0.093,135.999,2347.718,628.502,2662.986,350.71,3199.13,309.176,3199.13,309.176,17.027,14.344,17.463,22.967,28.764,34.337,34.996,5.471,3.712,3.892,4.319,5.613,8.679,5.869,5477.128,1411.583,-54.567,92.955,22.193,18.24,8.869,12.078,1.911,47.903,19.39,11.338,9.84,10.068,7.43,8.742,0.337,0.261,0.466,0.467,0.775,0.511,0.288,0.194,0.225,0.307,0.314,0.586,0.226,0.193,0.308,0.203,0.286,0.243,0.193,0.162,0.157,0.286,0.157,0.294
4237_Background_music.wav,0.105,0.145,2.22,3.476,0.108,0.07,0.137,0.049,135.999,2310.856,989.766,2384.051,539.255,2950.7,439.816,2950.7,439.816,18.65,14.072,17.821,16.453,18.596,18.498,31.562,4.476,4.156,4.412,3.55,3.704,3.515,2.527,4638.267,1923.455,-92.429,100.369,3.349,29.229,0.16,4.614,-4.123,38.324,33.235,30.416,25.06,12.738,14.835,12.502,0.44,0.311,0.302,0.306,0.401,0.488,0.444,0.406,0.371,0.345,0.355,0.411,0.331,0.248,0.257,0.27,0.313,0.323,0.327,0.302,0.31,0.281,0.297,0.304
7862_Theme_music.wav,0.103,0.13,1.131,0.25,0.022,0.011,0.128,0.022,151.999,575.588,152.694,1122.775,242.415,1896.088,319.545,1896.088,319.545,20.566,12.917,18.933,16.648,17.833,17.842,31.311,4.811,3.504,4.212,3.17,3.576,2.756,2.437,837.259,338.528,-248.248,193.262,24.146,31.063,9.157,16.998,13.316,44.183,20.117,21.031,12.489,12.539,7.301,10.426,0.714,0.731,0.69,0.425,0.334,0.311,0.31,0.351,0.352,0.307,0.364,0.726,0.246,0.233,0.252,0.232,0.211,0.196,0.189,0.238,0.247,0.217,0.188,0.262
10004_Lullaby.wav,0.045,0.074,1.962,3.641,0.103,0.095,0.054,0.05,78.303,1948.404,1148.448,2065.829,430.105,2699.939,270.105,2699.939,270.105,14.786,22.241,22.116,31.102,21.014,21.71,32.869,5.033,5.781,7.855,8.768,5.041,4.912,2.846,3619.542,2105.113,-341.29,56.476,-6.894,9.704,-26.842,3.202,20.865,119.53,35.466,18.529,29.736,19.377,16.994,19.166,0.206,0.238,0.175,0.405,0.366,0.116,0.11,0.173,0.32,0.128,0.139,0.072,0.31,0.339,0.231,0.354,0.369,0.19,0.257,0.257,0.418,0.194,0.296,0.12
12598_Video_game_music.wav,0.08,0.1,0.983,-0.021,0.114,0.027,0.099,0.014,143.555,2489.577,231.254,2551.65,121.472,3051.642,121.879,3051.642,121.879,14.099,15.209,17.177,17.086,16.784,17.719,30.7,4.673,4.082,3.947,2.862,2.307,2.046,1.977,5211.532,447.921,-92.958,73.824,-0.505,53.211,6.118,-1.604,-0.758,17.418,9.609,8.179,7.932,7.845,6.085,7.727,0.384,0.373,0.304,0.317,0.397,0.374,0.515,0.515,0.415,0.389,0.363,0.367,0.273,0.241,0.212,0.244,0.285,0.211,0.33,0.319,0.263,0.292,0.266,0.272
12560_Background_music.wav,0.243,0.308,0.991,0.016,0.133,0.043,0.302,0.059,112.347,2879.834,527.622,2745.274,327.069,3196.375,273.83,3196.375,273.83,18.958,15.073,18.641,18.423,16.991,17.261,31.77,4.706,3.909,4.1,3.211,2.517,2.272,2.345,6107.299,1214.196,20.262,62.873,-5.296,34.546,7.221,11.737,10.426,24.493,16.511,14.867,9.524,10.477,7.45,8.898,0.361,0.434,0.37,0.483,0.442,0.327,0.383,0.44,0.745,0.517,0.385,0.454,0.221,0.301,0.211,0.288,0.277,0.194,0.245,0.211,0.283,0.253,0.242,0.297
25564_Dance_music.wav,0.189,0.248,0.884,0.081,0.09,0.06,0.229,0.095,143.555,2384.597,809.111,2407.749,479.699,2924.982,396.542,2924.982,396.542,25.37,14.711,15.305,15.32,16.087,16.472,33.537,5.589,4.972,4.152,3.272,2.835,2.778,3.969,4996.374,1747.405,-54.844,81.575,-26.739,8.5,1.081,20.393,7.244,77.572,26.637,27.628,13.874,12.241,11.81,13.767,0.584,0.61,0.484,0.45,0.449,0.54,0.563,0.541,0.566,0.581,0.574,0.563,0.254,0.289,0.236,0.235,0.215,0.286,0.285,0.263,0.293,0.31,0.272,0.238
24822_Lullaby.wav,0.102,0.132,1.495,1.061,0.041,0.02,0.126,0.039,107.666,1320.71,623.413,1948.565,495.235,2675.951,417.149,2675.951,417.149,27.234,22.084,22.192,22.196,20.922,21.008,35.001,5.163,4.183,4.46,3.493,3.297,3.308,2.736,2732.156,1564.121,-196.807,119.628,8.872,32.567,6.114,13.785,0.55,50.407,22.851,14.961,13.887,8.255,11.857,8.598,0.18,0.272,0.218,0.124,0.173,0.334,0.459,0.283,0.358,0.605,0.283,0.241,0.235,0.29,0.234,0.133,0.227,0.248,0.385,0.239,0.239,0.371,0.179,0.359
14051_Jingle.wav,0.09,0.119,1.497,1.169,0.098,0.06,0.113,0.037,129.199,1827.593,663.451,1885.539,336.818,2466.308,287.774,2466.308,287.774,20.807,17.747,21.249,21.456,21.827,25.206,40.329,5.062,4.245,4.058,4.664,3.684,5.29,6.114,3474.048,1209.13,-136.452,116.776,-28.788,23.016,-9.037,5.692,-4.253,32.982,30.08,20.159,12.988,10.973,12.483,10.551,0.155,0.224,0.561,0.304,0.249,0.438,0.295,0.261,0.2,0.267,0.163,0.14,0.152,0.231,0.423,0.26,0.242,0.403,0.277,0.344,0.256,0.277,0.191,0.178
13218_Lullaby.wav,0.058,0.081,2.076,3.033,0.048,0.02,0.071,0.038,143.555,617.871,148.897,720.825,99.775,1272.208,173.499,1272.208,173.499,27.398,21.082,23.948,27.474,28.675,22.015,30.56,4.917,4.21,4.142,4.499,3.382,4.781,3.744,1019.296,249.411,-325.317,201.395,10.662,-13.519,9.194,-1.974,-6.424,49.105,17.836,30.047,9.853,10.786,10.155,5.547,0.236,0.061,0.089,0.202,0.384,0.268,0.132,0.205,0.301,0.266,0.289,0.376,0.273,0.066,0.147,0.192,0.392,0.27,0.154,0.253,0.327,0.288,0.344,0.364
4086_Background_music.wav,0.135,0.183,1.41,1.267,0.051,0.045,0.168,0.073,129.199,1747.313,954.581,2317.819,775.467,2930.828,839.272,2930.828,839.272,19.672,14.784,17.111,16.543,16.108,16.261,30.776,5.77,3.668,4.369,3.799,3.104,2.452,5.632,3896.773,2458.255,-144.777,98.956,23.576,24.589,9.237,11.672,2.749,124.676,39.221,19.924,12.746,10.682,9.647,7.89,0.459,0.407,0.616,0.435,0.27,0.354,0.368,0.553,0.45,0.439,0.563,0.478,0.316,0.219,0.323,0.247,0.197,0.308,0.229,0.345,0.256,0.256,0.311,0.261
18977_Video_game_music.wav,0.132,0.167,1.098,0.182,0.091,0.018,0.164,0.029,135.999,1543.272,209.036,1617.26,127.943,2172.433,122.984,2172.433,122.984,24.739,16.717,20.549,24.412,24.849,30.307,44.367,5.634,4.042,3.865,3.544,3.119,4.664,5.28,2902.134,391.935,-105.258,131.332,-44.626,29.693,-3.213,4.114,-9.29,18.0,18.422,10.636,8.076,7.844,5.748,6.478,0.205,0.262,0.133,0.282,0.325,0.281,0.456,0.2,0.312,0.25,0.282,0.384,0.162,0.304,0.105,0.308,0.321,0.233,0.374,0.146,0.344,0.236,0.208,0.346
15936_Video_game_music.wav,0.098,0.128,1.352,0.77,0.091,0.026,0.124,0.032,143.555,2109.802,322.462,2410.208,199.806,2979.923,161.238,2979.923,161.238,17.002,16.607,18.027,17.752,18.467,16.061,31.413,4.622,4.19,3.741,3.45,4.138,1.753,1.625,4672.182,722.224,-83.732,98.255,-7.013,25.73,3.877,16.994,4.112,25.358,13.862,10.682,9.946,9.178,7.732,5.216,0.436,0.357,0.455,0.358,0.504,0.334,0.29,0.368,0.288,0.178,0.334,0.61,0.299,0.221,0.29,0.202,0.364,0.227,0.204,0.296,0.22,0.13,0.263,0.343
20251_Video_game_music.wav,0.234,0.291,0.837,-0.248,0.064,0.023,0.288,0.045,135.999,1532.45,322.556,1892.906,261.235,2492.639,251.097,2492.639,251.097,22.562,18.817,21.37,20.887,20.66,23.523,38.369,4.742,3.838,3.798,2.761,2.408,4.567,7.979,3255.751,739.892,-47.755,127.702,-13.977,41.242,0.628,7.743,-0.816,35.747,18.829,10.396,6.929,7.829,6.146,6.49,0.18,0.344,0.545,0.246,0.138,0.339,0.192,0.221,0.202,0.432,0.429,0.171,0.143,0.296,0.356,0.206,0.099,0.303,0.158,0.318,0.178,0.329,0.352,0.148
7644_Theme_music.wav,0.082,0.138,1.814,3.529,0.074,0.048,0.102,0.093,112.347,1365.579,819.466,1746.907,596.086,2368.45,676.445,2368.45,676.445,21.024,13.724,17.319,18.833,19.828,18.807,33.004,5.39,3.242,3.936,4.237,4.593,4.44,7.207,2672.038,1841.829,-249.366,81.422,-5.661,24.692,-0.523,10.41,1.11,236.432,43.173,20.945,12.571,11.843,8.037,11.057,0.361,0.301,0.372,0.55,0.365,0.308,0.317,0.37,0.623,0.358,0.406,0.344,0.312,0.291,0.325,0.375,0.289,0.25,0.255,0.215,0.347,0.208,0.316,0.298
6338_Soundtrack_music.wav,0.157,0.22,2.074,2.853,0.053,0.019,0.203,0.084,143.555,1182.222,223.463,1275.811,120.634,1535.136,125.581,1535.136,125.581,19.012,14.153,19.179,16.807,17.551,41.184,29.024,4.012,3.96,4.577,3.635,2.568,7.374,4.48,2678.621,459.932,-141.279,175.971,-61.795,56.353,3.392,-3.207,31.07,50.942,13.801,24.572,11.427,8.981,11.644,8.114,0.404,0.204,0.254,0.164,0.262,0.503,0.394,0.406,0.285,0.369,0.634,0.481,0.311,0.152,0.261,0.149,0.211,0.366,0.28,0.336,0.231,0.233,0.355,0.307
4215_Video_game_music.wav,0.193,0.243,1.018,0.05,0.055,0.015,0.238,0.045,151.999,1259.764,176.98,1840.677,161.596,2605.381,195.646,2605.381,195.646,23.15,15.314,23.475,23.212,23.761,29.409,36.381,5.281,3.625,3.876,2.893,2.995,4.765,4.586,2402.373,452.19,-94.318,140.245,-2.302,25.224,18.256,9.614,1.871,21.685,11.518,10.74,7.808,7.832,6.201,6.755,0.186,0.124,0.151,0.195,0.406,0.487,0.367,0.582,0.345,0.393,0.318,0.218,0.206,0.14,0.128,0.232,0.342,0.344,0.244,0.359,0.19,0.284,0.244,0.181
15720_Theme_music.wav,0.072,0.096,1.447,1.102,0.114,0.069,0.091,0.03,117.454,2587.262,824.882,2789.264,372.575,3273.012,272.884,3273.012,272.884,18.031,16.142,18.709,19.687,21.117,20.281,33.066,4.874,4.554,4.824,5.761,5.753,5.062,4.505,5904.001,1536.086,-143.565,71.713,21.353,33.469,9.442,20.46,6.758,72.516,24.8,28.614,17.264,12.148,13.06,9.902,0.314,0.499,0.619,0.43,0.441,0.351,0.456,0.453,0.546,0.666,0.382,0.323,0.224,0.253,0.322,0.235,0.286,0.211,0.274,0.309,0.249,0.317,0.229,0.248
5763_Dance_music.wav,0.309,0.403,1.087,0.261,0.117,0.086,0.377,0.141,92.285,3020.834,1190.405,3112.294,471.499,3608.24,309.684,3608.24,309.684,23.064,14.59,16.521,15.44,16.701,16.5,29.739,5.093,4.169,4.0,3.28,2.681,2.392,2.269,6882.221,2205.267,-9.529,68.515,11.59,20.313,36.339,13.259,15.449,47.213,31.41,16.828,19.001,16.159,12.113,11.121,0.464,0.448,0.462,0.475,0.518,0.537,0.468,0.37,0.415,0.465,0.471,0.497,0.297,0.289,0.301,0.296,0.291,0.311,0.292,0.241,0.289,0.321,0.315,0.314
25367_Background_music.wav,0.124,0.159,1.15,0.34,0.056,0.034,0.152,0.045,123.047,1265.087,655.486,1675.767,559.27,2403.046,539.822,2403.046,539.822,21.454,16.121,18.648,19.403,20.677,19.654,53.483,5.213,3.553,3.736,3.004,3.112,3.917,5.601,2258.993,1530.054,-145.771,158.849,-7.341,2.501,5.134,6.983,-5.668,67.594,34.313,19.744,15.615,15.098,7.458,12.244,0.264,0.187,0.46,0.312,0.386,0.31,0.29,0.539,0.342,0.278,0.196,0.315,0.246,0.161,0.312,0.216,0.385,0.251,0.228,0.401,0.254,0.27,0.191,0.28
25810_Soundtrack_music.wav,0.077,0.117,2.058,3.485,0.027,0.014,0.091,0.074,112.347,727.294,423.152,1262.285,529.393,2097.602,508.58,2097.602,508.58,23.549,19.021,20.088,20.674,20.662,15.021,29.313,5.461,4.301,4.308,4.695,4.543,2.788,2.579,1217.648,1247.273,-322.462,178.572,36.386,-15.34,-1.256,9.001,-2.741,68.354,32.376,27.161,23.097,13.776,12.947,11.252,0.521,0.365,0.266,0.275,0.156,0.104,0.309,0.853,0.422,0.13,0.137,0.207,0.335,0.261,0.26,0.255,0.171,0.146,0.172,0.271,0.18,0.167,0.189,0.245
18577_Background_music.wav,0.027,0.04,2.486,4.718,0.19,0.038,0.035,0.019,117.454,2257.362,288.761,1712.368,237.029,2182.434,230.791,2182.434,230.791,15.187,11.436,15.453,16.882,19.37,25.244,29.141,3.781,3.1,3.231,2.559,3.26,3.521,1.993,3684.59,575.051,-228.585,97.755,-60.253,55.92,6.337,-12.395,-17.804,25.948,14.814,15.05,15.932,15.197,10.658,13.634,0.606,0.308,0.338,0.302,0.295,0.341,0.417,0.453,0.427,0.544,0.511,0.702,0.302,0.217,0.264,0.229,0.238,0.269,0.285,0.293,0.256,0.291,0.25,0.265
7634_Theme_music.wav,0.106,0.146,1.76,2.078,0.218,0.067,0.136,0.051,123.047,3269.806,653.234,2572.141,312.961,2980.181,277.737,2980.181,277.737,17.475,13.603,16.601,17.882,18.571,20.091,44.59,4.674,3.536,3.989,4.248,3.706,4.017,11.016,6239.929,1157.284,-46.716,47.774,-20.859,36.077,2.569,9.287,-6.515,55.675,27.989,23.056,13.27,10.975,10.263,8.723,0.638,0.448,0.408,0.405,0.471,0.502,0.378,0.485,0.475,0.478,0.471,0.475,0.285,0.21,0.236,0.226,0.27,0.291,0.217,0.285,0.267,0.274,0.254,0.26
7752_Dance_music.wav,0.45,0.537,0.221,-0.975,0.084,0.041,0.524,0.118,123.047,1943.443,393.618,1990.26,183.428,2461.794,166.225,2461.794,166.225,16.653,17.98,21.155,18.734,19.778,21.816,33.789,5.233,5.528,5.367,3.925,3.416,3.184,1.765,4015.918,574.175,11.444,101.872,-27.012,49.821,-15.822,9.488,-3.865,56.886,20.176,10.139,10.13,6.146,5.285,6.131,0.22,0.182,0.198,0.271,0.194,0.376,0.369,0.387,0.397,0.201,0.227,0.151,0.279,0.226,0.266,0.336,0.223,0.384,0.339,0.338,0.364,0.191,0.28,0.171
4722_Lullaby.wav,0.022,0.03,2.321,3.945,0.057,0.035,0.027,0.013,129.199,1110.008,699.61,1533.834,571.82,2236.253,542.563,2236.253,542.563,21.299,18.695,25.13,23.732,25.937,23.126,37.558,4.355,3.75,4.321,3.867,4.396,4.639,5.254,2000.947,1587.414,-346.19,154.21,2.449,10.419,-2.774,2.828,-11.48,58.224,34.515,21.023,10.984,9.177,11.143,9.286,0.502,0.213,0.262,0.188,0.328,0.326,0.211,0.404,0.18,0.18,0.086,0.23,0.364,0.191,0.367,0.217,0.305,0.347,0.134,0.394,0.164,0.241,0.081,0.222
12501_Jingle.wav,0.112,0.159,1.313,1.157,0.074,0.033,0.138,0.078,135.999,1674.733,511.769,1922.802,474.691,2542.603,471.651,2542.603,471.651,15.342,17.045,20.151,20.336,19.146,20.253,34.941,5.003,4.622,5.239,3.547,2.936,3.568,5.851,3359.602,1285.679,-164.858,118.073,-28.12,17.716,-11.914,-9.201,-9.049,112.747,28.751,28.757,14.957,16.316,12.093,13.301,0.236,0.255,0.192,0.202,0.43,0.212,0.112,0.156,0.415,0.312,0.165,0.275,0.249,0.309,0.265,0.211,0.423,0.221,0.156,0.18,0.381,0.323,0.212,0.361
3453_Wedding_music.wav,0.144,0.194,1.342,0.901,0.067,0.032,0.179,0.074,95.703,1058.272,286.328,1067.128,169.789,1419.67,159.332,1419.67,159.332,22.859,20.302,21.182,22.31,22.033,39.708,27.53,5.246,4.561,4.298,4.313,5.0,4.452,2.074,1903.749,666.904,-176.017,167.568,-43.259,25.808,-27.346,-12.63,-0.545,58.843,13.898,30.544,16.397,13.753,11.559,9.671,0.352,0.588,0.479,0.159,0.141,0.13,0.274,0.17,0.215,0.358,0.182,0.238,0.324,0.358,0.333,0.172,0.173,0.203,0.349,0.214,0.241,0.363,0.225,0.315
14945_Video_game_music.wav,0.204,0.252,0.811,-0.314,0.084,0.021,0.25,0.023,112.347,1811.361,222.087,2031.251,225.492,2586.051,255.727,2586.051,255.727,18.788,13.901,17.544,18.571,20.318,20.645,42.4,5.319,3.369,3.416,2.843,3.37,3.97,7.555,3835.378,583.208,-21.74,120.55,-22.039,30.63,-10.22,15.432,-9.278,22.459,15.089,13.829,11.279,7.569,10.354,7.04,0.399,0.207,0.304,0.32,0.415,0.665,0.371,0.262,0.367,0.411,0.234,0.343,0.264,0.15,0.3,0.22,0.251,0.343,0.174,0.193,0.313,0.306,0.204,0.258
2342_Wedding_music.wav,0.118,0.149,0.958,-0.031,0.094,0.015,0.146,0.034,129.199,1776.439,171.728,1920.071,127.742,2501.814,116.794,2501.814,116.794,25.33,14.517,22.023,24.549,24.968,24.629,42.297,5.318,3.855,3.778,3.639,3.004,3.176,4.613,3476.79,420.713,-112.072,111.091,-25.554,17.011,-22.064,1.216,-19.899,20.425,12.778,8.326,10.394,8.075,5.903,7.739,0.326,0.17,0.401,0.177,0.343,0.191,0.161,0.32,0.127,0.289,0.172,0.263,0.321,0.174,0.365,0.117,0.412,0.283,0.217,0.33,0.121,0.344,0.164,0.273
9912_Dance_music.wav,0.415,0.528,0.431,-0.608,0.049,0.055,0.493,0.189,95.703,1449.107,883.84,1874.388,613.878,2544.562,557.61,2544.562,557.61,20.131,14.459,16.839,16.085,16.398,16.653,31.565,5.809,5.287,5.502,3.806,2.659,2.69,1.776,2941.918,1954.246,-64.524,114.444,-4.348,26.37,7.657,12.403,5.515,121.893,38.3,26.805,18.097,19.738,15.134,13.753,0.708,0.795,0.611,0.418,0.345,0.348,0.261,0.324,0.429,0.396,0.429,0.54,0.29,0.287,0.231,0.25,0.234,0.3,0.239,0.251,0.285,0.32,0.265,0.241
5089_Theme_music.wav,0.022,0.029,1.327,0.838,0.07,0.024,0.027,0.01,129.199,899.049,267.901,1186.525,258.432,1804.553,344.397,1804.553,344.397,23.981,20.955,28.604,31.83,34.786,33.138,47.144,4.427,4.39,5.982,5.361,7.305,6.056,6.002,1622.475,576.393,-416.739,159.841,0.179,29.212,6.198,3.295,-0.972,65.091,19.644,25.514,8.677,11.979,10.856,11.206,0.104,0.197,0.592,0.193,0.121,0.093,0.061,0.176,0.18,0.555,0.148,0.055,0.207,0.17,0.432,0.154,0.175,0.228,0.081,0.303,0.144,0.367,0.131,0.095
22799_Theme_music.wav,0.006,0.012,4.176,18.925,0.095,0.035,0.007,0.01,129.199,817.233,47.054,1652.018,306.775,2546.598,368.878,2546.598,368.878,13.396,18.134,27.091,27.929,34.989,21.613,33.073,4.469,7.706,4.685,3.741,3.16,2.127,1.863,1563.37,318.627,-570.179,88.253,-0.459,-27.194,-13.696,-13.677,-22.008,48.671,39.791,8.353,7.869,6.746,4.687,6.95,0.018,0.063,0.062,0.195,0.034,0.076,0.322,0.084,0.131,0.173,0.719,0.112,0.07,0.233,0.106,0.337,0.06,0.095,0.384,0.093,0.244,0.117,0.409,0.068
17309_Video_game_music.wav,0.049,0.061,1.129,0.218,0.094,0.037,0.06,0.014,117.454,2186.056,506.738,2598.836,350.713,3180.769,263.404,3180.769,263.404,17.049,14.141,18.177,18.57,21.372,21.397,34.389,4.279,3.809,4.379,3.725,5.359,6.173,5.838,5090.29,1396.009,-161.836,96.659,10.92,19.934,5.199,8.364,-3.9,38.451,25.422,12.189,10.788,9.291,7.018,6.626,0.315,0.37,0.395,0.481,0.425,0.669,0.455,0.297,0.304,0.283,0.463,0.289,0.241,0.261,0.266,0.308,0.253,0.31,0.27,0.206,0.25,0.183,0.278,0.22
