file_name,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,tempo,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
21955_Background_music.wav,0.092,0.14,1.99,3.339,0.106,0.078,0.118,0.076,123.047,2105.706,955.138,2125.69,347.354,2729.446,279.425,2729.446,279.425,18.958,18.402,19.329,19.569,22.352,31.206,40.327,6.511,5.514,4.288,4.537,5.985,9.706,8.668,3985.01,1507.111,-146.825,98.598,-22.192,15.444,-10.297,-10.417,-9.132,-9.026,-10.842,-3.686,-16.134,-2.278,-9.995,-3.465,-14.101,-3.718,-8.243,-3.166,-4.316,-0.608,64.071,37.167,20.122,16.688,15.521,11.702,12.886,9.691,9.022,9.666,10.421,8.109,8.559,6.807,8.945,6.753,7.443,8.398,9.846,8.265,0.307,0.444,0.472,0.243,0.257,0.229,0.45,0.23,0.295,0.361,0.283,0.337,0.309,0.344,0.357,0.24,0.296,0.219,0.358,0.23,0.285,0.322,0.279,0.311
23117_Wedding_music.wav,0.128,0.163,1.353,0.696,0.051,0.012,0.157,0.045,135.999,792.609,210.973,954.299,322.399,1553.289,392.95,1553.289,392.95,19.745,21.564,24.416,29.962,32.714,31.206,38.367,5.445,4.604,4.861,5.485,5.927,5.711,6.353,1123.506,501.656,-246.087,184.858,18.1,11.226,-31.58,-15.915,-9.462,-7.734,-11.414,-6.964,-1.053,-2.052,0.27,0.337,-15.653,-17.539,-13.559,-2.902,-5.455,0.017,53.774,27.018,20.229,22.347,15.801,10.834,11.962,13.101,12.635,11.401,17.15,12.898,10.088,9.998,11.278,10.698,10.401,12.529,11.218,9.549,0.122,0.32,0.474,0.169,0.298,0.242,0.525,0.266,0.134,0.179,0.093,0.214,0.115,0.285,0.372,0.163,0.371,0.235,0.387,0.267,0.159,0.273,0.085,0.273
13157_Lullaby.wav,0.13,0.169,1.196,0.488,0.119,0.073,0.159,0.056,129.199,2633.604,807.046,2835.026,362.568,3296.583,221.223,3296.583,221.223,22.445,22.261,22.426,22.864,22.039,24.384,41.218,7.385,5.518,4.648,3.629,4.394,3.717,3.38,6157.228,1461.599,-119.478,74.313,35.776,-13.881,-36.803,10.696,-23.534,-3.343,-6.499,3.305,-5.756,-0.21,-24.663,-0.767,-10.261,-12.87,-14.843,-5.023,-14.164,-5.251,31.855,22.15,23.16,14.787,11.947,11.417,10.201,7.977,10.504,11.095,9.418,8.283,7.664,6.476,6.494,6.483,6.037,7.388,6.937,7.75,0.12,0.231,0.436,0.327,0.339,0.418,0.308,0.219,0.183,0.3,0.242,0.135,0.202,0.281,0.386,0.331,0.357,0.38,0.321,0.303,0.214,0.306,0.249,0.181
16786_Soundtrack_music.wav,0.188,0.236,0.767,-0.273,0.105,0.087,0.226,0.066,123.047,3251.979,1136.746,2977.088,394.469,3409.834,296.002,3409.834,296.002,23.746,17.714,20.124,18.138,18.52,19.542,32.221,5.963,5.3,5.571,4.08,3.514,4.145,3.106,6955.125,1534.996,-78.406,42.016,10.017,23.067,20.569,11.809,1.782,9.077,-8.381,11.171,-2.38,10.319,-0.74,3.305,5.381,1.591,-6.499,4.04,-7.312,-1.285,43.858,34.792,28.846,22.302,17.259,13.93,13.748,13.756,13.336,10.057,10.945,10.907,8.528,8.835,9.216,7.29,8.331,7.819,7.258,6.625,0.678,0.657,0.547,0.436,0.358,0.307,0.276,0.283,0.309,0.338,0.415,0.56,0.298,0.297,0.296,0.271,0.251,0.282,0.271,0.254,0.266,0.251,0.253,0.267
13639_Jingle.wav,0.095,0.131,2.035,2.787,0.18,0.069,0.122,0.046,117.454,3455.388,745.075,3001.543,286.617,3371.377,252.648,3371.377,252.648,24.776,15.676,18.007,17.735,17.205,16.865,32.505,4.811,3.623,4.124,3.723,2.902,2.367,2.309,7226.603,903.818,-81.925,41.133,17.82,42.602,10.238,5.703,0.487,8.451,-7.593,5.099,-11.257,-3.686,-10.193,-7.78,-11.989,-3.562,-9.193,-4.614,-9.838,-2.197,50.88,18.22,20.324,13.694,10.8,10.736,9.489,8.065,7.454,8.116,7.068,7.804,6.605,7.549,8.124,9.054,8.854,8.122,7.529,9.192,0.29,0.331,0.349,0.346,0.468,0.4,0.489,0.562,0.496,0.543,0.396,0.374,0.184,0.259,0.247,0.226,0.307,0.226,0.322,0.318,0.268,0.324,0.228,0.276
18370_Theme_music.wav,0.206,0.253,0.814,-0.334,0.119,0.037,0.25,0.035,86.133,2454.244,528.859,2444.317,282.85,2956.382,222.288,2956.382,222.288,16.58,14.784,16.406,18.653,21.655,21.219,36.262,4.144,3.96,4.116,3.687,3.609,5.134,4.739,5093.597,1098.39,-8.418,82.663,-11.65,34.476,10.509,18.278,1.566,10.928,1.833,6.932,-2.497,2.554,-1.85,4.894,-2.091,4.663,-1.132,5.362,-1.794,2.512,35.937,24.25,12.406,7.783,11.274,9.323,9.747,8.716,8.532,6.434,9.937,9.345,7.053,6.313,6.603,5.989,5.201,5.733,6.247,7.645,0.383,0.355,0.428,0.352,0.508,0.287,0.293,0.449,0.434,0.613,0.374,0.433,0.255,0.222,0.317,0.235,0.306,0.165,0.204,0.306,0.206,0.334,0.202,0.283
20760_Background_music.wav,0.126,0.165,1.633,1.379,0.104,0.02,0.159,0.047,123.047,1652.948,198.013,1610.981,166.867,2042.877,170.306,2042.877,170.306,18.722,15.016,19.284,22.139,24.8,26.455,56.739,4.532,3.406,3.667,2.755,4.284,6.91,3.975,3198.526,454.2,-91.588,143.89,-52.601,44.877,-19.498,19.419,-14.157,12.186,-10.158,7.204,-11.529,4.402,-6.034,-0.627,-0.715,5.002,-0.429,0.73,-7.325,0.457,25.645,13.875,12.591,7.265,9.482,7.705,7.333,5.919,9.016,8.793,10.255,7.525,8.779,5.983,6.6,6.414,6.911,7.389,7.877,8.603,0.324,0.328,0.237,0.227,0.492,0.223,0.39,0.165,0.314,0.283,0.19,0.466,0.234,0.277,0.277,0.145,0.38,0.15,0.332,0.116,0.312,0.292,0.119,0.339
13325_Background_music.wav,0.027,0.035,1.138,0.507,0.101,0.028,0.032,0.015,135.999,962.178,241.437,1084.896,178.48,1717.764,222.98,1717.764,222.98,23.556,17.109,25.099,30.28,20.625,23.33,31.561,6.914,4.564,5.559,5.573,3.003,3.426,3.097,1335.457,345.332,-395.184,156.129,-32.228,5.205,-15.25,-0.133,10.111,-5.503,-6.487,-4.497,1.433,11.198,6.037,0.601,-3.028,2.965,2.723,0.397,-7.571,-5.049,103.56,47.349,12.532,33.115,18.764,11.428,8.016,9.394,11.889,9.058,13.072,13.944,15.297,13.923,12.166,12.165,10.64,9.27,8.043,12.611,0.139,0.118,0.42,0.122,0.153,0.451,0.096,0.033,0.059,0.143,0.133,0.072,0.316,0.177,0.465,0.183,0.23,0.453,0.132,0.137,0.166,0.271,0.248,0.166
12197_Video_game_music.wav,0.075,0.099,1.481,1.08,0.099,0.025,0.095,0.028,172.266,1850.795,449.352,2096.34,338.462,2739.543,330.892,2739.543,330.892,16.649,15.935,18.954,21.601,24.403,24.527,49.509,4.817,4.303,4.164,3.886,6.074,7.438,9.604,3640.976,1249.232,-143.811,118.679,-17.883,13.366,-4.842,3.793,-9.536,-5.182,-8.084,-2.905,-10.298,-0.019,-10.717,5.402,-3.702,7.012,-7.064,4.182,-4.362,10.188,58.006,24.766,16.525,23.568,13.819,13.641,11.402,12.344,12.152,11.611,10.635,9.524,10.711,9.573,8.607,9.037,8.079,10.394,10.097,15.442,0.541,0.203,0.154,0.1,0.284,0.566,0.215,0.355,0.187,0.309,0.327,0.239,0.359,0.161,0.181,0.11,0.241,0.345,0.126,0.307,0.15,0.325,0.312,0.174
2435_Wedding_music.wav,0.297,0.365,0.565,-0.591,0.086,0.025,0.358,0.072,103.359,2008.379,386.642,2327.207,315.989,2956.709,258.912,2956.709,258.912,19.919,17.223,19.128,21.696,19.251,19.273,39.318,6.193,4.668,4.395,3.993,3.392,2.658,4.781,4388.397,1312.535,-8.942,107.47,-12.645,-9.711,-19.128,-1.732,-12.964,1.047,-16.592,-2.967,-17.409,1.057,-17.883,-0.185,-11.366,-2.614,-3.982,-1.84,-5.011,3.264,41.282,19.243,16.393,9.364,7.777,8.038,7.561,7.39,8.845,7.387,8.261,6.552,6.525,6.688,6.589,5.978,5.436,4.919,5.748,6.233,0.216,0.396,0.156,0.129,0.341,0.246,0.499,0.231,0.301,0.157,0.156,0.441,0.149,0.348,0.149,0.12,0.339,0.168,0.405,0.164,0.337,0.23,0.126,0.383
19241_Christmas_music.wav,0.054,0.072,1.649,1.59,0.094,0.092,0.067,0.026,123.047,1956.948,1161.839,2162.353,519.142,2754.634,403.852,2754.634,403.852,20.151,18.07,20.201,19.246,21.422,17.969,33.015,5.27,4.321,4.209,3.202,2.906,2.41,3.643,4032.701,2105.152,-206.383,111.809,15.938,31.919,-11.594,17.478,-7.432,-12.78,-7.697,0.859,-2.331,-11.216,-6.681,-0.168,-14.446,0.215,-1.954,0.121,-5.54,2.51,46.497,46.023,18.113,13.425,12.148,9.914,11.812,9.979,10.081,10.2,7.225,9.759,9.743,7.678,6.247,7.034,8.243,7.122,6.701,7.197,0.259,0.446,0.468,0.221,0.175,0.287,0.528,0.382,0.195,0.241,0.139,0.192,0.255,0.337,0.306,0.194,0.21,0.268,0.379,0.287,0.17,0.288,0.131,0.264
27980_Dance_music.wav,0.355,0.466,0.681,-0.237,0.058,0.069,0.44,0.149,107.666,1543.317,898.779,2261.841,526.644,2983.158,360.649,2983.158,360.649,21.788,15.939,16.619,15.357,15.807,15.111,30.43,5.375,7.361,6.232,4.347,2.844,2.209,2.389,3372.184,2224.139,-97.841,101.084,20.627,32.961,18.128,20.551,7.038,10.195,7.825,10.751,-1.638,3.968,-1.687,5.306,-0.327,2.026,-0.454,2.433,-2.258,5.444,67.841,33.337,16.811,17.599,11.136,9.323,8.606,8.627,10.887,10.51,6.696,8.562,7.552,6.451,6.697,6.309,7.828,5.191,5.465,6.963,0.289,0.25,0.257,0.268,0.32,0.38,0.546,0.922,0.692,0.485,0.396,0.32,0.317,0.293,0.278,0.285,0.293,0.287,0.195,0.133,0.204,0.342,0.335,0.303
26951_Christmas_music.wav,0.157,0.203,1.419,0.86,0.145,0.033,0.2,0.037,151.999,3005.959,394.755,2916.727,210.854,3334.442,168.274,3334.442,168.274,22.678,16.041,18.333,19.702,18.859,18.541,31.17,4.787,3.908,3.848,3.283,3.238,4.147,2.011,6823.788,741.829,-16.046,68.965,3.518,13.071,1.713,13.021,1.069,5.793,-5.89,9.545,-3.109,-1.119,-5.868,1.649,-1.899,-2.474,-9.897,0.523,-12.287,2.142,27.788,12.009,13.996,10.709,10.321,10.373,7.486,8.22,7.457,7.108,7.635,7.531,7.054,5.6,8.022,7.589,6.923,8.359,9.774,11.67,0.388,0.281,0.364,0.406,0.423,0.301,0.373,0.504,0.297,0.307,0.393,0.389,0.32,0.179,0.283,0.315,0.292,0.25,0.306,0.353,0.231,0.27,0.315,0.26
19208_Soundtrack_music.wav,0.129,0.173,1.52,1.273,0.127,0.051,0.163,0.056,151.999,2421.834,566.842,2365.324,324.17,2858.904,279.972,2858.904,279.972,20.095,14.434,17.845,17.797,17.401,21.624,43.08,5.094,3.736,4.095,3.516,2.571,5.417,8.634,4915.228,1154.749,-44.707,82.457,-18.084,36.498,6.718,10.974,0.257,3.086,-0.979,9.668,-3.037,4.486,-1.232,4.281,-1.907,5.439,-5.631,1.278,-2.266,3.33,34.83,21.05,15.181,9.953,7.158,6.304,7.804,7.636,8.031,7.043,6.781,5.456,6.105,6.466,7.319,6.898,5.611,7.113,7.604,6.471,0.511,0.403,0.445,0.379,0.493,0.388,0.478,0.591,0.514,0.553,0.449,0.597,0.267,0.229,0.253,0.181,0.311,0.242,0.253,0.286,0.244,0.311,0.227,0.278
24622_Lullaby.wav,0.028,0.041,2.563,5.192,0.059,0.029,0.035,0.022,103.359,1158.306,580.644,1382.848,517.591,2020.208,506.99,2020.208,506.99,13.816,21.223,22.983,23.407,26.075,28.379,34.964,4.563,4.958,4.384,4.828,5.313,6.986,5.358,2142.156,1296.788,-357.983,143.969,-16.932,4.192,-5.864,-19.48,-10.967,-12.954,-14.633,-7.07,-12.656,-6.83,-6.028,-4.502,-6.212,-5.193,-5.292,-1.979,3.243,8.649,51.145,35.328,24.069,20.22,15.024,15.509,12.213,9.553,11.904,11.604,9.219,9.726,8.946,9.666,8.786,13.129,12.819,9.099,12.422,11.411,0.044,0.071,0.298,0.357,0.26,0.702,0.236,0.104,0.077,0.099,0.29,0.098,0.097,0.129,0.308,0.38,0.186,0.371,0.208,0.227,0.187,0.134,0.346,0.155
16710_Christmas_music.wav,0.217,0.285,1.48,1.027,0.073,0.027,0.27,0.09,92.285,1889.162,584.754,2333.472,473.815,2975.779,390.481,2975.779,390.481,20.112,16.131,20.293,19.67,20.497,20.283,31.803,3.5,3.762,4.064,3.668,3.847,5.332,3.151,4172.108,1611.846,-40.076,113.789,6.984,22.491,1.451,7.132,-1.799,-3.837,-1.895,-0.521,-8.206,3.613,-5.716,0.263,-7.741,-2.838,-8.449,-2.16,-1.847,1.024,37.46,25.115,18.709,11.661,10.266,9.181,7.731,8.309,7.43,6.733,9.181,7.469,6.06,5.624,5.839,7.271,6.516,5.543,5.712,5.613,0.248,0.258,0.281,0.489,0.312,0.237,0.4,0.286,0.432,0.377,0.441,0.484,0.193,0.277,0.256,0.336,0.281,0.205,0.308,0.208,0.331,0.292,0.308,0.324
8423_Dance_music.wav,0.28,0.363,0.691,-0.235,0.031,0.024,0.33,0.152,135.999,842.176,319.814,1233.802,229.497,1805.664,219.848,1805.664,219.848,16.389,15.072,16.656,18.285,17.762,26.682,38.201,3.792,3.88,3.948,3.501,2.865,5.807,3.256,1711.367,777.105,-144.5,170.405,-20.84,40.887,11.422,7.902,16.623,15.566,7.161,9.348,-5.051,9.203,5.245,-0.631,6.587,-7.213,2.489,-3.447,-3.182,8.706,33.415,19.693,20.36,19.894,15.934,12.491,9.766,8.202,8.205,8.277,8.763,6.944,7.593,6.996,5.643,6.807,6.845,7.14,7.442,8.606,0.523,0.486,0.471,0.517,0.598,0.538,0.36,0.307,0.348,0.412,0.415,0.469,0.339,0.285,0.294,0.309,0.313,0.296,0.252,0.247,0.283,0.31,0.292,0.318
11194_Wedding_music.wav,0.127,0.165,1.323,0.695,0.085,0.025,0.159,0.045,103.359,1409.171,241.924,1730.719,335.324,2373.913,403.221,2373.913,403.221,21.448,16,21.12,22.168,25.576,27.663,41.282,4.313,3.588,3.882,3.376,3.931,5.855,5.756,2733.374,493.352,-118.192,146.451,-16.719,27.687,1.626,-2.247,-5.344,0.833,-10.086,1.335,2.167,8.377,4.432,-0.221,-3.589,4.743,-8.066,3.097,-6.835,-3.32,38.273,16.101,12.796,9.173,7.122,5.408,5.301,6.07,6.92,10.462,8.507,7.973,8.541,8.17,8.104,7.479,5.223,7.216,9.258,9.029,0.341,0.207,0.455,0.358,0.19,0.413,0.178,0.356,0.148,0.25,0.45,0.258,0.293,0.136,0.282,0.313,0.13,0.378,0.114,0.38,0.143,0.206,0.38,0.184
13632_Soundtrack_music.wav,0.262,0.318,0.684,-0.51,0.024,0.013,0.315,0.043,129.199,1033.375,679.581,1814.668,834.887,2574.792,859.601,2574.792,859.601,22.412,16.1,16.02,15.575,14.876,15.699,31.236,3.861,4.556,5.09,3.949,2.636,2.76,3.185,2210.585,2091.591,-175.408,136.676,60.488,42.142,18.226,13.221,0.795,4.863,0.511,3.802,4.05,6.94,-2.194,0.322,-7.19,-1.196,-2.673,8.942,10.343,17.121,98.424,50.565,24.715,12.999,8.385,6.912,5.836,7.011,5.951,5.278,5.548,4.755,4.629,5.778,3.204,5.053,5.958,5.965,9.534,6.041,0.346,0.39,0.432,0.412,0.641,0.87,0.27,0.147,0.161,0.183,0.224,0.306,0.27,0.249,0.292,0.3,0.206,0.256,0.159,0.171,0.197,0.203,0.224,0.266
9927_Theme_music.wav,0.095,0.122,1.221,0.473,0.098,0.043,0.118,0.034,112.347,2019.424,562.293,2188.905,382.361,2727.473,327.093,2727.473,327.093,18.635,15.809,19.205,18.436,18.132,20.354,42.989,4.501,4.231,3.762,3.186,3.061,4.006,9.338,4246.144,1281.682,-92.713,107.269,-15.522,30.403,-4.435,6.357,-10.495,5.375,-9.68,2.334,-10.141,5.555,-3.384,3.751,-3.21,2.765,-2.209,2.177,-5.545,1.755,39.525,25.982,20.437,8.418,9.13,8.317,7.125,8.101,8.45,7.158,8.284,6.833,6.214,6.052,5.66,4.181,5.193,5.04,5.208,5.289,0.713,0.337,0.403,0.433,0.333,0.356,0.313,0.559,0.29,0.218,0.269,0.328,0.327,0.166,0.273,0.262,0.191,0.303,0.188,0.355,0.222,0.148,0.166,0.182
749_Soundtrack_music.wav,0.076,0.099,1.542,1.189,0.183,0.06,0.096,0.023,117.454,2867.192,561.9,2477.193,345.185,2917.228,310.217,2917.228,310.217,19.527,13.411,16.323,17.937,17.808,18.074,33.557,5.423,3.946,3.946,3.153,2.696,2.699,2.813,5715.126,1159.319,-60.851,70.374,-25.977,24.011,-4.519,9.273,-6.328,4.743,-3.784,9.939,-0.817,4.103,-5.317,4.373,-5.652,1.263,-1.086,0.41,-5.2,-1.694,35.629,17.863,21.507,10.35,9.603,7.439,6.266,6.535,6.796,6.092,6.508,5.748,4.767,5.248,5.484,5.471,5.297,5.839,5.018,4.723,0.328,0.295,0.406,0.719,0.348,0.442,0.357,0.361,0.508,0.355,0.559,0.284,0.193,0.216,0.189,0.305,0.158,0.288,0.217,0.175,0.3,0.187,0.31,0.156
20126_Lullaby.wav,0.041,0.028,0.912,2.08,0.018,0.019,0.046,0.008,143.555,841.821,177.398,1562.826,271.236,2316.876,350.401,2316.876,350.401,28.309,21.112,20.786,20.223,19.223,19.338,44.101,2.691,7.485,6.619,6.089,5.068,5.548,2.399,1562.127,556.697,-393.579,127.027,-6.109,26.496,14.026,13.763,10.543,19.209,-3.754,11.919,-6.985,8.694,9.059,12.48,-1.808,5.213,3.385,6.54,7.526,5.352,41.421,19.593,24.047,14.047,11.555,12.513,8.71,7.763,10.832,9.791,8.728,7.609,6.73,6.749,8.724,6.996,6.683,9.148,14.443,12.753,0.314,0.334,0.306,0.286,0.286,0.333,0.397,0.369,0.283,0.273,0.285,0.356,0.298,0.325,0.298,0.297,0.321,0.407,0.44,0.43,0.331,0.307,0.264,0.348
18335_Dance_music.wav,0.254,0.33,1.142,0.354,0.107,0.051,0.318,0.089,129.199,2602.331,691.096,2668.392,350.148,3156.404,286.784,3156.404,286.784,17.567,12.254,16.096,16.264,16.843,16.014,30.912,4.737,3.972,3.618,2.967,3.083,2.198,2.658,5749.34,1313.828,13.422,83.316,0.855,19.066,-5.912,10.095,-1.488,7.632,-0.622,5.592,6.195,12.925,-0.271,6.56,4.545,10.216,-1.629,-0.123,-0.444,6.242,45.987,23.996,16.718,11.763,10.499,10.291,9.283,10.039,9.628,9.132,11.708,8.195,7.501,6.988,6.893,5.838,6.052,6.787,6.675,5.317,0.495,0.474,0.407,0.507,0.451,0.452,0.584,0.451,0.483,0.449,0.518,0.556,0.278,0.256,0.234,0.289,0.278,0.271,0.299,0.229,0.284,0.265,0.264,0.297
18020_Wedding_music.wav,0.039,0.048,0.789,-0.334,0.076,0.026,0.048,0.005,117.454,1701.533,411.065,1945.495,276.864,2546.285,210.513,2546.285,210.513,23.548,16.693,19.989,16.928,17.726,20.576,36.284,5.265,3.426,3.55,2.66,2.254,3.392,3.255,3501.383,973.674,-201.562,118.514,-24.112,19.055,-20.828,-11.072,-14.793,-8.135,-19.894,0.076,-14.441,-0.681,-3.943,-1.767,-7.72,-4.275,-14.694,0.432,-4.701,-2.468,23.553,19.817,11.421,8.776,9.893,7.924,7.148,6.43,6.245,7.526,7.211,7.054,5.801,5.98,6.847,6.262,5.722,5.946,6.328,5.571,0.176,0.203,0.23,0.268,0.18,0.318,0.375,0.241,0.263,0.349,0.609,0.298,0.243,0.262,0.245,0.32,0.183,0.288,0.325,0.228,0.296,0.256,0.351,0.261
26704_Wedding_music.wav,0.041,0.052,1.272,0.539,0.06,0.015,0.05,0.013,86.133,1489.303,358.356,2038.623,383.952,2717.676,356.315,2717.676,356.315,22.573,15.553,20.914,20.57,21.337,19.686,39.026,4.444,3.722,4.649,3.785,4.15,2.683,6.194,3276.835,1245.675,-228.02,129.178,11.23,20.876,-18.997,5.965,-7.663,-10.842,-10.643,-0.43,-14.818,2.998,-8.781,-4.901,-7.762,-1.769,-4.778,9.352,-2.387,4.686,39.917,16.759,16.727,12.056,11.063,7.497,8.918,5.798,6.548,8.224,6.673,5.766,7.582,6.637,5.55,6.078,6.771,5.974,6.039,5.234,0.084,0.186,0.484,0.287,0.286,0.245,0.378,0.269,0.235,0.613,0.199,0.124,0.096,0.138,0.338,0.228,0.326,0.282,0.308,0.291,0.137,0.364,0.155,0.237
19347_Soundtrack_music.wav,0.063,0.083,1.572,1.258,0.042,0.013,0.078,0.03,123.047,745.344,162.926,951.28,173.672,1460.378,191.731,1460.378,191.731,19.386,17.149,18.779,19.421,24.796,22.833,38.449,4.468,4.211,4.924,2.625,2.912,4.109,5.267,1409.032,332.094,-266.54,203.698,-21.319,18.986,19.067,16.647,2.05,-3.358,-0.37,6.174,7.962,-5.928,-8.094,0.763,0.743,-2.913,0.205,10.065,12.447,4.796,41.875,15.42,19.365,17.883,7.983,13.277,8.883,6.936,4.902,6.526,7.501,5.451,6.183,5.596,5.203,4.882,10.233,16.028,11.07,4.843,0.243,0.15,0.202,0.283,0.549,0.517,0.705,0.462,0.375,0.138,0.1,0.244,0.3,0.141,0.193,0.203,0.4,0.327,0.28,0.22,0.337,0.108,0.106,0.281
15724_Christmas_music.wav,0.167,0.208,1.144,0.233,0.099,0.026,0.206,0.033,143.555,2208.573,366.535,2271.527,269.831,2808.953,228.557,2808.953,228.557,17.146,15.197,22.355,20.451,19.978,21.049,42.547,4.882,3.655,3.91,3.331,3.511,3.677,7.04,4558.475,1029.217,-49.862,95.399,-17.955,23.526,-15.725,-4.249,-6.113,-2.131,-16.028,-4.611,-20.522,-2.294,-4.304,5.786,-4.807,4.704,3.988,-1.26,0.444,-3.765,30.199,16.742,12.7,9.443,7.528,8.103,10.691,7.027,8.603,7.724,8.514,9.462,11.987,9.285,8.29,8.737,10.357,11.094,7.279,7.704,0.294,0.219,0.376,0.103,0.065,0.138,0.162,0.309,0.248,0.362,0.329,0.21,0.351,0.217,0.396,0.131,0.084,0.251,0.21,0.339,0.267,0.367,0.345,0.258
10031_Dance_music.wav,0.157,0.197,1.063,0.12,0.09,0.031,0.196,0.02,117.454,2111.513,361.621,2345.294,274.216,2910.467,233.17,2910.467,233.17,19.709,14.778,17.701,16.685,16.323,17.105,33.641,4.801,4.016,4.109,3.342,2.563,2.622,2.874,4500.017,856.703,-38.509,98.84,-9.587,28.411,-5.758,3.247,0.983,10.456,1.89,8.81,-5.895,6.659,-0.702,9.094,-0.407,3.109,-5.846,1.747,-6.84,0.377,28.887,14.672,18.176,16.031,13.344,10.825,9.797,6.499,7.194,9.43,6.607,6.521,5.708,5.47,6.286,6.202,6.287,5.633,6.355,6.483,0.366,0.341,0.357,0.354,0.298,0.344,0.3,0.26,0.29,0.409,0.63,0.548,0.286,0.274,0.306,0.305,0.259,0.309,0.266,0.248,0.271,0.299,0.326,0.311
24757_Christmas_music.wav,0.091,0.118,1.261,0.557,0.143,0.071,0.115,0.026,143.555,2760.736,805.948,2593.535,387.044,3069.187,309.138,3069.187,309.138,19.1,14.859,19.726,19.228,19.756,20.114,32.9,4.697,4.042,4.236,3.808,4.499,4.7,2.815,5523.84,1424.536,-93.082,70.258,-1.987,35.091,3.22,11.004,6.679,3.162,1.625,9.432,-11.716,2.647,-7.78,2.825,0.757,6.99,1.037,3.912,-6.881,2.864,35.226,25.546,23.123,14.166,13.517,13.613,11.006,11.733,9.264,8.096,7.521,7.029,6.727,7.528,7.783,9.216,8.475,7.665,8.31,10.178,0.444,0.409,0.467,0.398,0.427,0.446,0.338,0.416,0.342,0.456,0.37,0.319,0.307,0.284,0.333,0.284,0.283,0.332,0.238,0.306,0.233,0.324,0.256,0.26
20261_Theme_music.wav,0.079,0.11,2.13,3.271,0.14,0.027,0.107,0.026,112.347,1998.131,484.028,2026.667,460.122,2557.133,463.732,2557.133,463.732,18.685,16.501,20.031,23.341,25.958,20.66,51.173,4.435,4.85,4.414,4.193,4.074,3.755,9.258,4022.88,1345.476,-120.228,120.722,-26.032,17.032,-19.46,3.264,-19.034,11.831,-15.617,3.518,-9.56,5.879,-6.443,1.879,-7.131,3.823,-7.099,0.817,-4.662,3.491,55.196,36.305,19.039,16.593,7.529,9.526,8.924,9.322,10.906,10.633,10.01,8.451,8.633,7.084,6.973,6.981,9.129,10.751,12.514,11.742,0.458,0.288,0.379,0.293,0.218,0.311,0.328,0.323,0.252,0.331,0.266,0.198,0.378,0.226,0.34,0.295,0.172,0.323,0.279,0.267,0.204,0.29,0.256,0.121
25060_Christmas_music.wav,0.171,0.223,1.276,0.607,0.099,0.034,0.214,0.062,123.047,2277.428,486.604,2567.813,297.525,3134.309,233.429,3134.309,233.429,17.921,16.404,18.728,19.94,20.665,18.728,30.685,4.894,3.73,3.576,3.851,3.509,3.092,2.113,5123.261,1194.213,-29.223,94.729,2.961,27.291,6.621,1.325,-3.114,9.935,-0.63,5.325,-6.609,1.411,-0.484,-1.816,-1.386,-3.46,-6.872,3.3,-3.857,-0.805,40.107,17.767,12.165,14.566,12.04,8.582,8.551,6.038,7.307,7.499,7.874,6.119,7.033,7.599,5.645,6.701,5.25,6.319,7.071,5.359,0.365,0.328,0.371,0.402,0.568,0.346,0.421,0.271,0.291,0.352,0.344,0.616,0.203,0.27,0.297,0.215,0.358,0.185,0.303,0.247,0.229,0.254,0.189,0.335
